Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
02/02/2022,South Dakota,2021,9,2021/3/6,168,158,,46,,,,,,,0,30,,,
02/02/2022,South Dakota,2021,10,2021/3/13,185,168,,49,,,,11,,0,0,39,,,
02/02/2022,South Dakota,2021,11,2021/3/20,155,136,,40,,,,14,,,,30,,,
02/02/2022,South Dakota,2021,12,2021/3/27,167,146,,30,,,0,10,,,,26,,12,
02/02/2022,South Dakota,2021,13,2021/4/3,153,138,,28,,,,,,,0,29,,,
02/02/2022,South Dakota,2021,14,2021/4/10,143,126,,23,,,,,0,,0,28,,,
02/02/2022,South Dakota,2021,15,2021/4/17,174,157,,35,,10,,,0,,0,32,11,11,
02/02/2022,South Dakota,2021,16,2021/4/24,169,154,,37,,,,,,,0,34,,10,
02/02/2022,South Dakota,2021,17,2021/5/1,158,145,,25,,,,,,,,27,,11,10
02/02/2022,South Dakota,2021,18,2021/5/8,178,161,,29,,,,10,,,,40,,,
02/02/2022,South Dakota,2021,19,2021/5/15,161,144,,30,,10,,12,,,0,24,,,
02/02/2022,South Dakota,2021,20,2021/5/22,155,135,0,24,,,,,,,,29,11,,
02/02/2022,South Dakota,2021,21,2021/5/29,137,128,,23,,11,,,0,,,24,,,
02/02/2022,South Dakota,2021,22,2021/6/5,152,136,,34,,,0,10,0,,,34,,,
02/02/2022,South Dakota,2021,23,2021/6/12,163,144,,29,,,,,,,,25,11,,
02/02/2022,South Dakota,2021,24,2021/6/19,145,128,,32,,,0,13,,0,,31,10,,
02/02/2022,South Dakota,2021,25,2021/6/26,150,133,,23,,,,10,,,0,37,,,
02/02/2022,South Dakota,2021,26,2021/7/3,170,149,,37,,,,14,,,0,29,10,,
02/02/2022,South Dakota,2021,27,2021/7/10,154,136,,38,,,,12,,,,22,10,0,0
02/02/2022,South Dakota,2021,28,2021/7/17,158,149,,44,,11,,10,,0,,28,,,
02/02/2022,South Dakota,2021,29,2021/7/24,163,145,,42,,,,15,,,0,21,,,
02/02/2022,South Dakota,2021,30,2021/7/31,164,141,,33,,,,,0,,,32,12,,
02/02/2022,South Dakota,2021,31,2021/8/7,158,136,,27,,,,15,,0,0,28,,,
02/02/2022,South Dakota,2021,32,2021/8/14,161,139,,34,,,,,,0,,30,,,
02/02/2022,South Dakota,2021,33,2021/8/21,163,153,0,34,,,,,,,0,34,,10,10
02/02/2022,South Dakota,2021,34,2021/8/28,182,162,,41,,12,,,,,,25,,13,11
02/02/2022,South Dakota,2021,35,2021/9/4,197,175,,33,,,,,,0,0,39,10,29,28
02/02/2022,South Dakota,2021,36,2021/9/11,187,170,,30,,10,,,,,,33,,21,18
02/02/2022,South Dakota,2021,37,2021/9/18,174,161,,39,,12,0,14,,,0,30,,24,21
02/02/2022,South Dakota,2021,38,2021/9/25,213,198,0,35,,,,14,,,0,52,,30,29
02/02/2022,South Dakota,2021,39,2021/10/2,206,185,,35,,10,,,,,,38,,31,30
02/02/2022,South Dakota,2021,40,2021/10/9,175,157,,31,,,0,,,,,28,,20,20
02/02/2022,South Dakota,2021,41,2021/10/16,197,180,,29,,,,,,,,31,,27,25
02/02/2022,South Dakota,2021,42,2021/10/23,188,177,,31,,,,17,,,0,32,,31,28
02/02/2022,South Dakota,2021,43,2021/10/30,198,174,0,28,,,,13,,,,37,13,26,25
02/02/2022,South Dakota,2021,44,2021/11/6,214,204,,42,11,10,,,,0,0,40,12,25,24
02/02/2022,South Dakota,2021,45,2021/11/13,198,175,,17,,11,,,,0,0,35,,36,30
02/02/2022,South Dakota,2021,46,2021/11/20,217,203,,44,,12,,,,0,,40,,37,30
02/02/2022,South Dakota,2021,47,2021/11/27,213,201,,33,13,10,,,,0,0,34,,42,38
02/02/2022,South Dakota,2021,48,2021/12/4,216,199,,42,11,11,,,,,,32,,35,32
02/02/2022,South Dakota,2021,49,2021/12/11,222,206,,39,,,,10,,,0,39,10,31,30
02/02/2022,South Dakota,2021,50,2021/12/18,207,200,,38,,,,14,,0,0,37,,52,51
02/02/2022,South Dakota,2021,51,2021/12/25,181,170,,32,,,,13,,,0,25,,29,27
02/02/2022,South Dakota,2021,52,2022/1/1,188,176,,29,,12,,11,,,0,30,,33,29
02/02/2022,South Dakota,2022,1,2022/1/8,75,73,,20,,,0,,0,0,0,17,,12,
02/02/2022,South Dakota,2022,2,2022/1/15,67,62,,14,,,,,,,0,14,,,0
02/02/2022,South Dakota,2022,3,2022/1/22,38,38,,12,0,,,,0,0,0,10,,,
02/02/2022,Tennessee,2020,1,2020/1/4,1614,1451,29,258,50,70,61,112,26,21,16,385,80,0,0
02/02/2022,Tennessee,2020,2,2020/1/11,1687,1545,22,306,47,78,71,119,31,27,20,341,105,0,0
02/02/2022,Tennessee,2020,3,2020/1/18,1597,1448,16,279,46,71,47,99,23,31,17,365,84,0,0
02/02/2022,Tennessee,2020,4,2020/1/25,1532,1403,13,307,50,62,52,107,19,24,21,339,80,0,0
02/02/2022,Tennessee,2020,5,2020/2/1,1591,1436,17,288,50,72,53,117,24,23,17,373,75,0,0
02/02/2022,Tennessee,2020,6,2020/2/8,1612,1460,17,326,44,73,42,118,18,31,21,339,78,0,0
02/02/2022,Tennessee,2020,7,2020/2/15,1454,1326,18,274,44,66,38,106,28,20,22,327,69,0,0
02/02/2022,Tennessee,2020,8,2020/2/22,1516,1360,24,288,52,58,30,96,29,22,17,347,63,0,0
02/02/2022,Tennessee,2020,9,2020/2/29,1504,1367,17,282,56,70,42,97,23,20,14,365,80,0,0
02/02/2022,Tennessee,2020,10,2020/3/7,1611,1418,16,315,49,62,46,110,33,21,18,374,70,0,0
02/02/2022,Tennessee,2020,11,2020/3/14,1601,1412,17,289,32,65,34,96,39,14,16,373,86,0,0
02/02/2022,Tennessee,2020,12,2020/3/21,1526,1385,15,286,62,72,45,108,23,24,15,330,86,,
02/02/2022,Tennessee,2020,13,2020/3/28,1528,1385,24,291,49,67,43,110,15,23,15,344,69,11,11
02/02/2022,Tennessee,2020,14,2020/4/4,1593,1443,23,277,64,69,42,94,21,20,16,366,79,56,56
02/02/2022,Tennessee,2020,15,2020/4/11,1514,1371,10,241,55,87,38,89,23,22,13,360,68,53,52
02/02/2022,Tennessee,2020,16,2020/4/18,1541,1396,13,305,53,70,25,105,28,22,23,333,81,43,42
02/02/2022,Tennessee,2020,17,2020/4/25,1483,1323,19,267,49,72,26,87,11,25,14,333,68,31,30
02/02/2022,Tennessee,2020,18,2020/5/2,1495,1335,13,287,44,81,24,76,27,25,10,316,85,36,36
02/02/2022,Tennessee,2020,19,2020/5/9,1492,1295,19,263,44,65,23,67,14,19,14,335,69,49,47
02/02/2022,Tennessee,2020,20,2020/5/16,1544,1370,17,295,67,70,21,68,15,15,,345,69,57,51
02/02/2022,Tennessee,2020,21,2020/5/23,1557,1375,18,299,44,73,31,94,20,20,19,359,55,33,30
02/02/2022,Tennessee,2020,22,2020/5/30,1467,1298,25,245,50,68,28,72,20,20,16,339,74,46,42
02/02/2022,Tennessee,2020,23,2020/6/6,1485,1307,15,262,50,56,31,75,22,18,12,365,65,37,37
02/02/2022,Tennessee,2020,24,2020/6/13,1500,1329,22,248,47,64,24,75,21,22,11,358,77,36,35
02/02/2022,Tennessee,2020,25,2020/6/20,1570,1355,17,306,49,67,28,77,17,15,22,331,64,59,58
02/02/2022,Tennessee,2020,26,2020/6/27,1562,1393,19,294,54,57,28,83,21,18,11,359,82,63,58
02/02/2022,Tennessee,2020,27,2020/7/4,1533,1350,19,283,44,62,17,75,22,32,21,316,72,75,71
02/02/2022,Tennessee,2020,28,2020/7/11,1634,1443,24,292,46,66,25,83,20,16,13,343,80,107,101
02/02/2022,Tennessee,2020,29,2020/7/18,1650,1475,17,307,47,68,23,75,17,15,11,349,73,123,115
02/02/2022,Tennessee,2020,30,2020/7/25,1710,1509,17,299,46,70,40,62,21,23,20,345,77,158,140
02/02/2022,Tennessee,2020,31,2020/8/1,1713,1537,15,272,49,74,25,100,20,26,14,357,77,172,156
02/02/2022,Tennessee,2020,32,2020/8/8,1707,1515,16,298,56,70,20,74,19,21,13,356,70,178,165
02/02/2022,Tennessee,2020,33,2020/8/15,1678,1503,21,288,58,76,25,81,15,24,17,318,74,178,161
02/02/2022,Tennessee,2020,34,2020/8/22,1687,1484,26,278,53,71,30,78,24,22,15,355,73,140,130
02/02/2022,Tennessee,2020,35,2020/8/29,1709,1542,19,287,50,71,21,83,19,28,17,344,87,181,162
02/02/2022,Tennessee,2020,36,2020/9/5,1624,1475,17,268,52,74,21,80,20,19,20,343,77,151,134
02/02/2022,Tennessee,2020,37,2020/9/12,1727,1541,11,266,54,72,26,89,25,14,15,362,83,185,170
02/02/2022,Tennessee,2020,38,2020/9/19,1620,1443,14,277,43,70,30,70,29,21,26,321,73,155,147
02/02/2022,Tennessee,2020,39,2020/9/26,1743,1561,26,312,39,77,29,79,28,16,21,375,78,170,160
02/02/2022,Tennessee,2020,40,2020/10/3,1732,1530,21,292,57,66,17,97,12,22,24,373,65,135,125
02/02/2022,Tennessee,2020,41,2020/10/10,1769,1593,17,317,61,68,22,100,19,24,19,333,76,183,167
02/02/2022,Tennessee,2020,42,2020/10/17,1784,1578,19,293,52,64,29,91,20,16,15,371,80,229,198
02/02/2022,Tennessee,2020,43,2020/10/24,1788,1610,16,267,43,68,37,78,19,11,19,368,93,237,216
02/02/2022,Tennessee,2020,44,2020/10/31,1841,1679,13,301,57,66,28,88,27,20,12,353,95,261,244
02/02/2022,Tennessee,2020,45,2020/11/7,1815,1640,19,292,45,62,24,104,20,23,19,371,75,283,257
02/02/2022,Tennessee,2020,46,2020/11/14,1935,1743,26,282,50,70,30,92,23,20,17,384,92,311,277
02/02/2022,Tennessee,2020,47,2020/11/21,2001,1813,16,306,58,68,23,102,24,20,10,349,93,412,370
02/02/2022,Tennessee,2020,48,2020/11/28,1919,1785,22,281,42,64,24,87,21,17,25,374,78,452,405
02/02/2022,Tennessee,2020,49,2020/12/5,2200,2027,32,281,61,79,31,85,23,31,24,422,91,528,487
02/02/2022,Tennessee,2020,50,2020/12/12,2188,2017,28,284,64,91,37,93,30,21,13,406,95,529,487
02/02/2022,Tennessee,2020,51,2020/12/19,2174,2006,22,279,43,77,23,86,21,28,21,367,93,603,564
02/02/2022,Tennessee,2020,52,2020/12/26,2361,2177,24,269,74,82,26,84,22,23,20,405,85,701,653
02/02/2022,Tennessee,2020,53,2021/1/2,2366,2187,19,258,70,86,39,92,25,16,13,430,88,679,619
02/02/2022,Tennessee,2021,1,2021/1/9,2428,2255,22,259,62,82,38,97,20,16,32,402,106,772,724
02/02/2022,Tennessee,2021,2,2021/1/16,2306,2121,21,277,65,70,30,91,25,34,14,373,87,678,636
02/02/2022,Tennessee,2021,3,2021/1/23,2289,2113,25,294,42,60,28,97,28,26,15,409,94,635,595
02/02/2022,Tennessee,2021,4,2021/1/30,2083,1896,27,268,47,73,19,75,19,33,28,382,84,492,448
02/02/2022,Tennessee,2021,5,2021/2/6,1952,1723,23,281,49,64,16,81,23,29,18,397,84,348,309
02/02/2022,Tennessee,2021,6,2021/2/13,1774,1609,15,306,64,68,24,68,20,21,15,371,85,246,213
02/02/2022,Tennessee,2021,7,2021/2/20,1795,1636,24,251,72,53,25,95,17,37,25,406,80,245,213
02/02/2022,Tennessee,2021,8,2021/2/27,1756,1562,23,294,57,68,18,66,23,25,26,362,77,174,152
02/02/2022,Tennessee,2021,9,2021/3/6,1661,1490,25,269,62,62,22,66,20,28,22,342,76,152,137
02/02/2022,Tennessee,2021,10,2021/3/13,1602,1427,35,263,46,45,21,77,19,22,13,354,66,152,129
02/02/2022,Tennessee,2021,11,2021/3/20,1578,1381,25,298,39,51,23,87,21,20,20,336,67,99,83
02/02/2022,Tennessee,2021,12,2021/3/27,1653,1471,26,284,51,57,22,87,16,15,22,371,80,122,111
02/02/2022,Tennessee,2021,13,2021/4/3,1568,1389,25,291,45,48,20,78,15,20,22,325,71,104,91
02/02/2022,Tennessee,2021,14,2021/4/10,1691,1487,22,261,58,55,20,93,22,26,27,382,66,128,113
02/02/2022,Tennessee,2021,15,2021/4/17,1615,1422,20,281,55,42,23,81,20,33,14,377,71,103,89
02/02/2022,Tennessee,2021,16,2021/4/24,1670,1465,26,300,46,62,21,85,22,24,20,361,78,125,104
02/02/2022,Tennessee,2021,17,2021/5/1,1648,1440,19,302,50,59,26,82,26,26,19,365,53,115,97
02/02/2022,Tennessee,2021,18,2021/5/8,1644,1445,22,261,57,45,19,89,22,24,21,378,67,112,100
02/02/2022,Tennessee,2021,19,2021/5/15,1641,1448,25,288,46,48,20,99,22,19,19,361,70,114,101
02/02/2022,Tennessee,2021,20,2021/5/22,1571,1387,16,288,49,48,23,106,17,19,20,323,64,104,97
02/02/2022,Tennessee,2021,21,2021/5/29,1539,1374,17,301,53,60,21,82,26,25,15,310,71,78,68
02/02/2022,Tennessee,2021,22,2021/6/5,1547,1347,17,274,46,47,12,93,21,25,21,329,80,69,60
02/02/2022,Tennessee,2021,23,2021/6/12,1667,1481,18,329,59,51,24,109,19,29,25,348,72,58,48
02/02/2022,Tennessee,2021,24,2021/6/19,1576,1362,13,309,50,56,16,94,17,22,20,350,64,43,31
02/02/2022,Tennessee,2021,25,2021/6/26,1546,1337,13,292,46,43,19,94,24,22,22,320,80,36,31
02/02/2022,Tennessee,2021,26,2021/7/3,1510,1329,18,298,44,67,15,81,21,27,23,326,81,30,23
02/02/2022,Tennessee,2021,27,2021/7/10,1449,1279,18,264,36,53,30,80,22,19,24,321,63,35,33
02/02/2022,Tennessee,2021,28,2021/7/17,1506,1333,17,292,53,44,18,77,24,32,10,335,66,38,33
02/02/2022,Tennessee,2021,29,2021/7/24,1555,1375,16,284,48,53,25,82,15,17,20,337,72,77,75
02/02/2022,Tennessee,2021,30,2021/7/31,1600,1428,22,296,47,47,12,85,24,18,17,332,82,95,90
02/02/2022,Tennessee,2021,31,2021/8/7,1708,1519,15,309,46,41,24,98,16,28,22,343,85,166,153
02/02/2022,Tennessee,2021,32,2021/8/14,1824,1645,23,261,55,58,27,89,15,17,22,372,86,307,296
02/02/2022,Tennessee,2021,33,2021/8/21,1960,1775,22,287,59,66,25,87,26,15,26,357,81,383,371
02/02/2022,Tennessee,2021,34,2021/8/28,2125,1925,22,295,53,61,18,75,25,28,30,388,80,524,498
02/02/2022,Tennessee,2021,35,2021/9/4,2297,2105,15,277,61,67,36,83,18,22,36,413,80,664,620
02/02/2022,Tennessee,2021,36,2021/9/11,2371,2184,27,250,57,54,28,91,24,27,43,419,89,717,684
02/02/2022,Tennessee,2021,37,2021/9/18,2394,2199,27,296,56,56,26,100,22,32,32,354,89,771,743
02/02/2022,Tennessee,2021,38,2021/9/25,2370,2177,19,289,62,52,34,110,19,24,31,365,91,737,698
02/02/2022,Tennessee,2021,39,2021/10/2,2165,1988,31,287,50,55,26,92,23,24,35,380,70,571,536
02/02/2022,Tennessee,2021,40,2021/10/9,2085,1898,25,283,58,57,23,79,17,27,36,384,85,490,461
02/02/2022,Tennessee,2021,41,2021/10/16,1844,1680,27,240,57,55,32,83,16,24,49,332,81,363,337
02/02/2022,Tennessee,2021,42,2021/10/23,1844,1685,34,280,51,46,22,67,24,28,50,355,85,308,287
02/02/2022,Tennessee,2021,43,2021/10/30,1753,1574,23,285,50,40,29,73,27,20,50,333,93,232,203
02/02/2022,Tennessee,2021,44,2021/11/6,1711,1562,13,275,40,47,28,78,19,33,85,409,76,161,141
02/02/2022,Tennessee,2021,45,2021/11/13,1792,1631,15,308,48,71,32,77,30,26,59,376,73,182,175
02/02/2022,Tennessee,2021,46,2021/11/20,1755,1605,25,284,57,58,29,95,26,27,75,338,93,142,127
02/02/2022,Tennessee,2021,47,2021/11/27,1736,1621,22,295,49,63,26,85,30,17,86,369,83,133,120
02/02/2022,Tennessee,2021,48,2021/12/4,1849,1712,19,302,38,59,31,87,22,24,111,362,93,174,159
02/02/2022,Tennessee,2021,49,2021/12/11,1909,1774,31,318,55,81,35,111,19,23,116,368,80,194,179
02/02/2022,Tennessee,2021,50,2021/12/18,1801,1682,16,295,50,58,39,83,18,23,106,362,92,178,161
02/02/2022,Tennessee,2021,51,2021/12/25,1782,1710,23,295,48,55,36,105,19,26,133,340,76,194,183
02/02/2022,Tennessee,2021,52,2022/1/1,1793,1720,18,241,64,38,40,102,26,27,140,368,87,232,213
02/02/2022,Tennessee,2022,1,2022/1/8,1758,1690,27,250,52,58,33,87,17,28,135,348,63,288,258
02/02/2022,Tennessee,2022,2,2022/1/15,1472,1418,15,213,44,49,16,75,20,16,107,276,78,294,274
02/02/2022,Tennessee,2022,3,2022/1/22,1160,1114,10,146,30,48,21,58,18,13,100,195,52,250,231
02/02/2022,Texas,2020,1,2020/1/4,4325,3949,73,798,135,227,117,226,91,85,41,1001,221,0,0
02/02/2022,Texas,2020,2,2020/1/11,4564,4202,84,862,160,216,121,258,75,92,35,1003,264,0,0
02/02/2022,Texas,2020,3,2020/1/18,4250,3908,59,839,158,212,101,240,78,89,26,966,205,0,0
02/02/2022,Texas,2020,4,2020/1/25,4128,3798,66,824,129,195,90,198,59,79,44,992,217,0,0
02/02/2022,Texas,2020,5,2020/2/1,4174,3823,67,863,137,196,83,218,63,85,29,959,210,0,0
02/02/2022,Texas,2020,6,2020/2/8,4322,3968,84,859,159,217,98,221,68,76,27,1017,202,0,0
02/02/2022,Texas,2020,7,2020/2/15,4343,4004,64,889,144,229,97,246,60,74,45,991,242,0,0
02/02/2022,Texas,2020,8,2020/2/22,4221,3849,57,822,140,212,98,247,59,81,28,986,206,0,0
02/02/2022,Texas,2020,9,2020/2/29,4146,3802,51,849,146,188,82,258,68,97,40,947,228,,
02/02/2022,Texas,2020,10,2020/3/7,4173,3866,68,835,121,203,93,226,65,92,35,951,245,,0
02/02/2022,Texas,2020,11,2020/3/14,4169,3786,67,778,142,224,89,216,59,97,27,947,231,0,0
02/02/2022,Texas,2020,12,2020/3/21,4256,3932,63,885,147,199,92,219,50,82,30,971,223,10,
02/02/2022,Texas,2020,13,2020/3/28,4259,3902,75,822,167,252,88,219,59,78,25,949,213,44,44
02/02/2022,Texas,2020,14,2020/4/4,4186,3877,77,796,135,209,89,221,63,86,22,918,210,132,126
02/02/2022,Texas,2020,15,2020/4/11,4266,3930,68,823,158,214,84,205,53,93,16,927,238,205,191
02/02/2022,Texas,2020,16,2020/4/18,4294,3939,54,812,176,212,58,210,51,85,35,894,232,238,230
02/02/2022,Texas,2020,17,2020/4/25,4464,4099,64,846,149,219,70,218,47,82,35,1013,221,245,228
02/02/2022,Texas,2020,18,2020/5/2,4263,3880,69,769,137,230,69,182,64,91,27,888,226,238,224
02/02/2022,Texas,2020,19,2020/5/9,4278,3913,71,793,126,200,60,216,52,85,22,939,209,228,215
02/02/2022,Texas,2020,20,2020/5/16,4280,3888,61,788,132,209,52,193,66,74,32,920,207,253,236
02/02/2022,Texas,2020,21,2020/5/23,4255,3862,64,805,161,223,69,203,42,83,39,899,221,171,160
02/02/2022,Texas,2020,22,2020/5/30,4156,3782,61,767,150,168,56,207,61,84,22,911,212,217,206
02/02/2022,Texas,2020,23,2020/6/6,4229,3806,75,752,126,218,56,175,45,75,21,942,226,183,173
02/02/2022,Texas,2020,24,2020/6/13,4396,3970,68,826,134,234,53,186,42,75,37,929,222,226,208
02/02/2022,Texas,2020,25,2020/6/20,4509,4062,58,844,141,233,76,195,54,77,38,907,205,307,289
02/02/2022,Texas,2020,26,2020/6/27,4566,4163,66,773,133,209,52,184,49,95,41,971,223,443,405
02/02/2022,Texas,2020,27,2020/7/4,5036,4613,67,785,156,202,35,207,47,99,46,998,231,816,777
02/02/2022,Texas,2020,28,2020/7/11,5772,5330,74,833,185,254,66,173,43,105,43,1102,236,1276,1208
02/02/2022,Texas,2020,29,2020/7/18,6264,5830,76,819,167,294,67,211,51,97,38,1100,233,1759,1663
02/02/2022,Texas,2020,30,2020/7/25,6310,5897,67,771,182,263,59,207,51,88,45,1069,207,1895,1790
02/02/2022,Texas,2020,31,2020/8/1,5953,5553,63,790,178,276,68,198,63,93,43,975,225,1731,1658
02/02/2022,Texas,2020,32,2020/8/8,5712,5296,68,795,162,217,71,190,45,86,40,974,232,1497,1424
02/02/2022,Texas,2020,33,2020/8/15,5782,5328,54,822,175,271,58,177,59,72,36,1047,212,1377,1303
02/02/2022,Texas,2020,34,2020/8/22,5033,4613,49,762,158,244,62,197,49,55,37,906,206,1004,940
02/02/2022,Texas,2020,35,2020/8/29,5137,4702,67,824,156,277,67,183,54,80,29,988,206,853,782
02/02/2022,Texas,2020,36,2020/9/5,4942,4532,64,844,141,258,48,184,50,91,28,984,235,705,641
02/02/2022,Texas,2020,37,2020/9/12,4654,4290,57,789,141,204,47,193,70,90,41,929,243,578,534
02/02/2022,Texas,2020,38,2020/9/19,4601,4228,85,867,143,236,47,162,54,87,44,894,236,522,468
02/02/2022,Texas,2020,39,2020/9/26,4544,4178,60,837,171,222,45,174,41,88,36,888,219,513,475
02/02/2022,Texas,2020,40,2020/10/3,4589,4171,65,834,150,232,54,185,48,79,33,916,212,437,385
02/02/2022,Texas,2020,41,2020/10/10,4720,4317,69,835,148,252,50,175,53,81,38,991,240,500,460
02/02/2022,Texas,2020,42,2020/10/17,4535,4185,60,789,148,239,62,177,48,91,32,890,223,564,505
02/02/2022,Texas,2020,43,2020/10/24,4812,4406,56,807,160,210,55,181,47,83,37,962,248,695,634
02/02/2022,Texas,2020,44,2020/10/31,5165,4767,55,857,157,224,56,152,60,75,33,1001,251,897,827
02/02/2022,Texas,2020,45,2020/11/7,5402,5014,61,865,150,262,64,211,62,91,41,1021,243,1016,952
02/02/2022,Texas,2020,46,2020/11/14,5444,5039,66,855,166,263,47,181,48,79,30,983,227,1153,1076
02/02/2022,Texas,2020,47,2020/11/21,5431,5048,72,738,169,234,61,204,52,98,48,957,228,1266,1180
02/02/2022,Texas,2020,48,2020/11/28,5595,5189,60,803,188,209,64,172,56,74,47,952,217,1394,1298
02/02/2022,Texas,2020,49,2020/12/5,5636,5221,66,756,166,242,77,184,59,94,33,993,224,1472,1364
02/02/2022,Texas,2020,50,2020/12/12,6057,5645,82,823,160,252,51,185,66,81,37,1062,271,1630,1538
02/02/2022,Texas,2020,51,2020/12/19,6185,5769,80,819,189,256,58,208,64,94,41,1086,286,1664,1573
02/02/2022,Texas,2020,52,2020/12/26,6134,5736,81,820,181,268,63,192,62,97,45,1057,219,1760,1658
02/02/2022,Texas,2020,53,2021/1/2,6546,6106,70,790,179,293,49,226,58,99,41,1110,255,2013,1889
02/02/2022,Texas,2021,1,2021/1/9,6976,6577,64,765,188,246,77,200,70,104,32,1085,261,2546,2393
02/02/2022,Texas,2021,2,2021/1/16,7211,6797,74,823,189,279,78,201,76,96,37,1147,272,2562,2412
02/02/2022,Texas,2021,3,2021/1/23,6998,6599,75,863,175,299,82,214,46,117,39,1078,257,2450,2295
02/02/2022,Texas,2021,4,2021/1/30,6644,6274,63,813,162,234,66,204,71,121,55,1004,277,2291,2140
02/02/2022,Texas,2021,5,2021/2/6,6247,5852,69,843,157,208,63,192,67,95,41,1043,241,1930,1790
02/02/2022,Texas,2021,6,2021/2/13,5895,5485,78,803,176,226,73,190,68,86,43,1022,248,1561,1437
02/02/2022,Texas,2021,7,2021/2/20,6412,5884,94,779,248,250,65,227,66,109,65,1270,270,1401,1277
02/02/2022,Texas,2021,8,2021/2/27,5660,5215,81,827,185,250,75,208,70,100,47,1048,264,1105,1005
02/02/2022,Texas,2021,9,2021/3/6,5191,4761,88,839,156,215,61,195,51,104,35,1011,230,859,770
02/02/2022,Texas,2021,10,2021/3/13,4928,4537,86,795,140,212,46,190,54,99,43,1019,278,704,632
02/02/2022,Texas,2021,11,2021/3/20,4612,4129,52,750,169,171,53,150,64,83,48,923,230,575,520
02/02/2022,Texas,2021,12,2021/3/27,4563,4149,58,812,140,212,61,196,53,73,38,961,227,445,395
02/02/2022,Texas,2021,13,2021/4/3,4430,4017,65,775,154,159,65,160,62,78,28,972,211,359,308
02/02/2022,Texas,2021,14,2021/4/10,4573,4121,81,819,135,201,53,175,57,87,55,947,250,362,299
02/02/2022,Texas,2021,15,2021/4/17,4298,3852,69,780,145,175,48,161,49,67,46,948,237,347,298
02/02/2022,Texas,2021,16,2021/4/24,4563,4114,62,779,145,184,55,184,56,94,43,1047,222,334,299
02/02/2022,Texas,2021,17,2021/5/1,4445,4032,60,862,156,205,47,190,49,75,42,910,229,299,266
02/02/2022,Texas,2021,18,2021/5/8,4356,3943,67,845,145,173,51,216,68,77,47,939,210,301,264
02/02/2022,Texas,2021,19,2021/5/15,4389,3967,59,856,140,171,44,176,59,65,45,904,234,284,244
02/02/2022,Texas,2021,20,2021/5/22,4286,3878,70,838,135,201,44,188,51,80,47,851,237,258,228
02/02/2022,Texas,2021,21,2021/5/29,4285,3872,62,830,138,199,48,181,52,93,41,880,212,265,232
02/02/2022,Texas,2021,22,2021/6/5,4242,3802,46,840,149,177,38,188,54,85,54,856,217,197,173
02/02/2022,Texas,2021,23,2021/6/12,4310,3855,76,808,157,173,49,196,69,79,58,910,210,176,149
02/02/2022,Texas,2021,24,2021/6/19,4362,3862,68,785,146,181,53,210,58,79,68,864,223,170,141
02/02/2022,Texas,2021,25,2021/6/26,4333,3872,71,831,140,214,43,196,64,89,77,899,224,164,136
02/02/2022,Texas,2021,26,2021/7/3,4363,3931,72,882,144,197,52,204,46,81,61,875,224,184,156
02/02/2022,Texas,2021,27,2021/7/10,4261,3829,72,840,136,182,53,166,68,81,52,911,231,176,152
02/02/2022,Texas,2021,28,2021/7/17,4441,3986,73,820,166,185,53,208,57,99,59,880,234,231,212
02/02/2022,Texas,2021,29,2021/7/24,4444,4031,70,814,122,172,46,187,60,86,53,974,210,346,311
02/02/2022,Texas,2021,30,2021/7/31,4800,4362,74,846,156,198,55,187,59,82,50,995,220,517,467
02/02/2022,Texas,2021,31,2021/8/7,5115,4675,74,861,143,179,58,219,52,81,49,955,209,849,788
02/02/2022,Texas,2021,32,2021/8/14,5693,5272,58,864,155,188,45,187,52,96,84,969,244,1394,1323
02/02/2022,Texas,2021,33,2021/8/21,6329,5883,69,869,160,182,53,201,58,109,78,1039,252,1866,1761
02/02/2022,Texas,2021,34,2021/8/28,6591,6167,63,857,179,201,68,212,55,82,69,1038,232,2225,2115
02/02/2022,Texas,2021,35,2021/9/4,6703,6257,55,873,168,196,61,194,63,105,73,999,241,2303,2215
02/02/2022,Texas,2021,36,2021/9/11,6570,6075,69,786,176,203,45,194,65,77,76,1017,210,2207,2118
02/02/2022,Texas,2021,37,2021/9/18,6260,5815,73,772,138,190,56,194,63,81,88,945,210,2073,1986
02/02/2022,Texas,2021,38,2021/9/25,6187,5769,75,829,181,214,53,201,79,91,101,918,217,1928,1828
02/02/2022,Texas,2021,39,2021/10/2,5873,5482,66,834,148,196,47,168,52,98,90,997,214,1638,1566
02/02/2022,Texas,2021,40,2021/10/9,5476,5114,67,838,132,201,51,206,52,78,93,958,223,1298,1247
02/02/2022,Texas,2021,41,2021/10/16,5252,4878,74,827,141,184,59,201,59,72,109,956,212,1079,1000
