Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
02/02/2022,New Jersey,2021,17,2021/5/1,1648,1536,49,299,34,49,26,35,39,28,30,369,76,200,185
02/02/2022,New Jersey,2021,18,2021/5/8,1470,1382,40,272,38,42,23,39,44,24,25,347,78,173,151
02/02/2022,New Jersey,2021,19,2021/5/15,1476,1362,30,305,35,39,16,47,31,23,23,340,66,138,125
02/02/2022,New Jersey,2021,20,2021/5/22,1460,1338,27,303,28,37,14,45,43,44,27,337,64,86,70
02/02/2022,New Jersey,2021,21,2021/5/29,1325,1211,34,265,25,42,15,46,36,28,18,296,64,89,71
02/02/2022,New Jersey,2021,22,2021/6/5,1395,1277,31,314,30,33,14,47,29,34,22,346,69,50,36
02/02/2022,New Jersey,2021,23,2021/6/12,1140,1012,29,213,38,42,16,26,18,25,21,270,65,20,15
02/02/2022,New Jersey,2021,24,2021/6/19,1333,1205,34,266,36,26,13,51,32,23,24,339,67,47,35
02/02/2022,New Jersey,2021,25,2021/6/26,1374,1262,42,319,29,38,16,44,38,31,23,316,59,25,16
02/02/2022,New Jersey,2021,26,2021/7/3,1376,1238,24,303,31,37,16,50,31,28,27,321,65,35,26
02/02/2022,New Jersey,2021,27,2021/7/10,1382,1256,30,267,36,49,12,41,30,34,37,339,68,27,17
02/02/2022,New Jersey,2021,28,2021/7/17,1299,1195,32,265,38,35,17,53,35,27,27,325,65,31,23
02/02/2022,New Jersey,2021,29,2021/7/24,1370,1262,35,299,37,41,16,57,25,30,31,291,56,28,20
02/02/2022,New Jersey,2021,30,2021/7/31,1371,1254,34,280,48,28,18,50,30,26,31,335,65,33,28
02/02/2022,New Jersey,2021,31,2021/8/7,1392,1270,34,311,32,32,20,50,30,24,29,310,50,39,39
02/02/2022,New Jersey,2021,32,2021/8/14,1428,1304,46,283,42,48,16,48,25,32,28,310,70,75,68
02/02/2022,New Jersey,2021,33,2021/8/21,1461,1330,35,306,46,35,21,49,31,33,33,318,70,90,74
02/02/2022,New Jersey,2021,34,2021/8/28,1482,1369,30,280,25,44,27,46,34,22,43,372,61,105,90
02/02/2022,New Jersey,2021,35,2021/9/4,1525,1380,38,307,39,35,23,28,28,22,37,355,81,118,105
02/02/2022,New Jersey,2021,36,2021/9/11,1533,1412,39,310,34,44,25,40,20,29,44,341,68,122,111
02/02/2022,New Jersey,2021,37,2021/9/18,1574,1472,45,315,29,42,28,47,32,26,45,339,73,137,122
02/02/2022,New Jersey,2021,38,2021/9/25,1546,1434,39,289,40,42,23,50,37,33,50,325,75,148,131
02/02/2022,New Jersey,2021,39,2021/10/2,1507,1380,28,317,39,43,23,47,36,35,33,299,67,129,116
02/02/2022,New Jersey,2021,40,2021/10/9,1591,1474,49,319,37,47,27,48,32,27,46,313,89,129,116
02/02/2022,New Jersey,2021,41,2021/10/16,1542,1433,49,306,40,29,16,56,42,23,57,324,70,121,114
02/02/2022,New Jersey,2021,42,2021/10/23,1524,1413,46,298,41,48,22,43,36,28,46,328,59,116,105
02/02/2022,New Jersey,2021,43,2021/10/30,1563,1475,43,303,38,49,24,53,37,31,63,334,72,107,99
02/02/2022,New Jersey,2021,44,2021/11/6,1638,1528,41,307,39,53,30,47,36,37,79,391,75,104,89
02/02/2022,New Jersey,2021,45,2021/11/13,1560,1480,36,293,36,59,24,56,41,24,52,358,66,88,76
02/02/2022,New Jersey,2021,46,2021/11/20,1482,1408,38,299,27,52,20,43,37,29,70,344,48,76,69
02/02/2022,New Jersey,2021,47,2021/11/27,1601,1527,40,306,39,58,23,52,36,32,76,367,79,86,72
02/02/2022,New Jersey,2021,48,2021/12/4,1618,1554,33,298,40,60,27,54,45,50,84,349,72,108,92
02/02/2022,New Jersey,2021,49,2021/12/11,1641,1571,33,291,39,44,24,51,42,25,92,380,86,138,122
02/02/2022,New Jersey,2021,50,2021/12/18,1704,1636,49,286,44,51,24,62,48,35,85,371,93,176,156
02/02/2022,New Jersey,2021,51,2021/12/25,1728,1666,42,332,37,43,22,49,44,36,95,379,80,202,184
02/02/2022,New Jersey,2021,52,2022/1/1,1925,1856,33,280,69,48,23,60,43,38,104,403,73,364,322
02/02/2022,New Jersey,2022,1,2022/1/8,2187,2122,54,286,46,52,30,70,40,48,115,443,70,589,512
02/02/2022,New Jersey,2022,2,2022/1/15,2114,2064,39,261,54,63,17,52,41,29,92,410,64,654,569
02/02/2022,New Jersey,2022,3,2022/1/22,1779,1752,25,262,45,57,18,54,48,25,94,338,49,529,462
02/02/2022,New Mexico,2020,1,2020/1/4,407,357,,63,15,14,17,18,,,,98,25,0,0
02/02/2022,New Mexico,2020,2,2020/1/11,408,364,,66,15,10,14,45,,,,86,13,0,0
02/02/2022,New Mexico,2020,3,2020/1/18,387,337,,61,14,12,11,27,,,0,89,,0,0
02/02/2022,New Mexico,2020,4,2020/1/25,403,366,,76,10,11,17,24,,,,88,18,0,0
02/02/2022,New Mexico,2020,5,2020/2/1,368,321,,61,11,,12,21,12,,,73,21,0,0
02/02/2022,New Mexico,2020,6,2020/2/8,377,315,,77,16,,,25,,,,68,15,0,0
02/02/2022,New Mexico,2020,7,2020/2/15,381,337,,75,19,11,16,20,10,,,72,15,0,0
02/02/2022,New Mexico,2020,8,2020/2/22,391,338,,67,13,11,,25,,,0,87,20,0,0
02/02/2022,New Mexico,2020,9,2020/2/29,394,354,,61,,17,,31,,11,,103,19,0,0
02/02/2022,New Mexico,2020,10,2020/3/7,398,356,,61,19,14,11,21,,13,,94,23,0,0
02/02/2022,New Mexico,2020,11,2020/3/14,342,296,,54,14,13,,19,,,,79,12,0,0
02/02/2022,New Mexico,2020,12,2020/3/21,390,349,,61,15,10,13,25,,,,82,14,0,0
02/02/2022,New Mexico,2020,13,2020/3/28,365,320,,60,18,14,,26,,,,86,12,,
02/02/2022,New Mexico,2020,14,2020/4/4,398,359,,67,16,12,,31,11,,,79,13,,
02/02/2022,New Mexico,2020,15,2020/4/11,410,376,,66,,20,,28,,,,91,18,23,18
02/02/2022,New Mexico,2020,16,2020/4/18,422,379,,76,17,17,,21,,,,74,21,35,31
02/02/2022,New Mexico,2020,17,2020/4/25,407,362,,67,20,,,18,,,,73,16,48,44
02/02/2022,New Mexico,2020,18,2020/5/2,419,370,,54,11,11,,13,,,,82,15,76,74
02/02/2022,New Mexico,2020,19,2020/5/9,442,387,,57,19,14,,16,,,,96,19,69,67
02/02/2022,New Mexico,2020,20,2020/5/16,474,410,,72,18,12,,19,,12,,79,15,68,59
02/02/2022,New Mexico,2020,21,2020/5/23,396,349,,70,16,10,,25,11,,,55,13,44,41
02/02/2022,New Mexico,2020,22,2020/5/30,431,378,,63,17,,,16,,,0,96,18,55,51
02/02/2022,New Mexico,2020,23,2020/6/6,447,380,,67,18,14,,20,,,,85,16,37,35
02/02/2022,New Mexico,2020,24,2020/6/13,441,395,,69,10,13,,26,,11,,85,18,36,34
02/02/2022,New Mexico,2020,25,2020/6/20,416,356,,59,16,,,25,,,,86,11,32,30
02/02/2022,New Mexico,2020,26,2020/6/27,399,343,,62,,14,,14,,12,,81,19,21,20
02/02/2022,New Mexico,2020,27,2020/7/4,446,396,,93,15,13,,23,,,,87,16,27,27
02/02/2022,New Mexico,2020,28,2020/7/11,408,364,,75,17,15,,23,,,,85,18,29,24
02/02/2022,New Mexico,2020,29,2020/7/18,400,331,,62,,16,,20,,,,64,15,32,31
02/02/2022,New Mexico,2020,30,2020/7/25,435,382,,53,16,17,,15,,,,73,19,50,49
02/02/2022,New Mexico,2020,31,2020/8/1,407,354,,70,18,17,,14,,,,71,20,44,41
02/02/2022,New Mexico,2020,32,2020/8/8,432,382,,67,17,21,,16,,,,88,17,28,26
02/02/2022,New Mexico,2020,33,2020/8/15,394,347,,70,19,12,,17,,,,67,17,21,19
02/02/2022,New Mexico,2020,34,2020/8/22,409,341,,64,20,12,,19,,,,83,12,21,17
02/02/2022,New Mexico,2020,35,2020/8/29,394,346,,79,19,17,,17,,,,72,17,19,17
02/02/2022,New Mexico,2020,36,2020/9/5,376,304,0,61,,17,,17,,,,55,17,11,10
02/02/2022,New Mexico,2020,37,2020/9/12,398,345,,60,18,13,,13,,,,79,21,,
02/02/2022,New Mexico,2020,38,2020/9/19,397,331,,75,16,15,,12,,,,70,19,10,10
02/02/2022,New Mexico,2020,39,2020/9/26,398,358,,86,10,12,,20,,,,75,25,12,12
02/02/2022,New Mexico,2020,40,2020/10/3,386,337,,64,18,18,,14,,,,68,19,17,14
02/02/2022,New Mexico,2020,41,2020/10/10,387,354,,68,18,14,,24,,,,76,13,15,14
02/02/2022,New Mexico,2020,42,2020/10/17,405,348,,90,12,16,,16,,,0,82,15,21,20
02/02/2022,New Mexico,2020,43,2020/10/24,433,384,,81,19,11,11,19,,,,75,15,51,49
02/02/2022,New Mexico,2020,44,2020/10/31,460,407,,65,12,11,,18,,,,76,14,76,72
02/02/2022,New Mexico,2020,45,2020/11/7,518,467,,66,11,16,10,29,,,,66,23,133,125
02/02/2022,New Mexico,2020,46,2020/11/14,573,513,,53,17,16,,24,,,,80,14,185,175
02/02/2022,New Mexico,2020,47,2020/11/21,585,529,,82,12,11,,25,,,,72,14,189,185
02/02/2022,New Mexico,2020,48,2020/11/28,598,549,,65,11,14,,26,,,,76,20,211,199
02/02/2022,New Mexico,2020,49,2020/12/5,655,601,,77,16,15,,22,,,,79,17,255,242
02/02/2022,New Mexico,2020,50,2020/12/12,685,628,,62,23,15,,34,,,,93,21,280,262
02/02/2022,New Mexico,2020,51,2020/12/19,659,609,,68,14,18,12,17,,,,94,21,243,229
02/02/2022,New Mexico,2020,52,2020/12/26,623,568,,70,13,18,,26,,,0,79,20,198,191
02/02/2022,New Mexico,2020,53,2021/1/2,607,557,,68,16,18,,23,,,,102,12,190,180
02/02/2022,New Mexico,2021,1,2021/1/9,592,535,,69,22,10,,11,,10,,102,12,191,183
02/02/2022,New Mexico,2021,2,2021/1/16,537,484,,49,15,,,24,,,,90,16,178,160
02/02/2022,New Mexico,2021,3,2021/1/23,534,493,,77,16,12,,20,,,,82,17,151,140
02/02/2022,New Mexico,2021,4,2021/1/30,485,431,0,69,17,10,,17,,,,81,19,110,97
02/02/2022,New Mexico,2021,5,2021/2/6,473,411,,65,10,,,15,,,,81,16,111,99
02/02/2022,New Mexico,2021,6,2021/2/13,476,413,,69,18,10,,24,,12,,68,28,83,71
02/02/2022,New Mexico,2021,7,2021/2/20,439,374,,55,15,10,,15,,,,85,12,67,65
02/02/2022,New Mexico,2021,8,2021/2/27,462,408,,83,10,13,,22,,,,69,25,54,48
02/02/2022,New Mexico,2021,9,2021/3/6,451,410,,86,11,14,,16,,,,85,15,51,46
02/02/2022,New Mexico,2021,10,2021/3/13,407,351,,70,18,,,20,,,,79,16,33,27
02/02/2022,New Mexico,2021,11,2021/3/20,449,398,,82,22,10,,28,,,,71,14,28,24
02/02/2022,New Mexico,2021,12,2021/3/27,443,380,,73,10,13,,23,,,,78,,28,24
02/02/2022,New Mexico,2021,13,2021/4/3,443,383,,74,12,14,10,13,,,,92,13,26,20
02/02/2022,New Mexico,2021,14,2021/4/10,421,363,,74,,14,,21,,,,77,17,16,
02/02/2022,New Mexico,2021,15,2021/4/17,438,363,,63,18,16,,17,,,,83,17,16,
02/02/2022,New Mexico,2021,16,2021/4/24,414,357,,64,13,15,,16,,,,86,20,16,12
02/02/2022,New Mexico,2021,17,2021/5/1,394,337,,69,11,,,21,10,,,79,13,15,13
02/02/2022,New Mexico,2021,18,2021/5/8,422,356,,76,19,21,,14,,,,70,,13,10
02/02/2022,New Mexico,2021,19,2021/5/15,439,374,,92,16,15,,13,,,,74,25,16,12
02/02/2022,New Mexico,2021,20,2021/5/22,408,355,,79,11,11,,17,11,0,,71,19,22,20
02/02/2022,New Mexico,2021,21,2021/5/29,405,358,,63,12,16,,25,,,12,72,17,24,22
02/02/2022,New Mexico,2021,22,2021/6/5,411,356,,73,13,,,22,,,11,69,17,11,
02/02/2022,New Mexico,2021,23,2021/6/12,358,294,,68,13,,,18,,,,54,22,10,
02/02/2022,New Mexico,2021,24,2021/6/19,418,350,,75,12,,,26,,13,,66,11,21,17
02/02/2022,New Mexico,2021,25,2021/6/26,406,349,,71,11,10,,25,,,,67,17,17,13
02/02/2022,New Mexico,2021,26,2021/7/3,409,351,,53,19,10,,22,12,,,64,19,14,11
02/02/2022,New Mexico,2021,27,2021/7/10,381,325,,63,13,,,14,,,,76,16,11,
02/02/2022,New Mexico,2021,28,2021/7/17,397,342,,76,16,,,19,10,,,74,14,,
02/02/2022,New Mexico,2021,29,2021/7/24,393,335,,63,18,10,,22,,,,74,20,11,
02/02/2022,New Mexico,2021,30,2021/7/31,381,316,,75,16,,10,21,,,,65,16,12,10
02/02/2022,New Mexico,2021,31,2021/8/7,404,335,,65,17,10,,21,,,,76,23,29,27
02/02/2022,New Mexico,2021,32,2021/8/14,450,389,,67,18,10,,22,,,,65,13,47,46
02/02/2022,New Mexico,2021,33,2021/8/21,447,398,,76,16,11,,16,,,,82,16,53,48
02/02/2022,New Mexico,2021,34,2021/8/28,458,393,,59,10,,,16,,10,11,67,21,79,74
02/02/2022,New Mexico,2021,35,2021/9/4,451,394,,79,,,,16,,,15,72,13,75,72
02/02/2022,New Mexico,2021,36,2021/9/11,524,449,,90,21,14,,19,,,,72,14,100,90
02/02/2022,New Mexico,2021,37,2021/9/18,483,422,,87,13,21,,18,,,,54,17,82,74
02/02/2022,New Mexico,2021,38,2021/9/25,451,402,,72,11,12,,19,,,15,81,21,63,57
02/02/2022,New Mexico,2021,39,2021/10/2,474,424,,62,20,15,,22,,,14,80,20,72,68
02/02/2022,New Mexico,2021,40,2021/10/9,467,403,,60,17,14,,16,,,10,85,13,74,70
02/02/2022,New Mexico,2021,41,2021/10/16,452,404,,65,14,14,,18,,,11,81,19,69,65
02/02/2022,New Mexico,2021,42,2021/10/23,476,444,,67,22,15,,17,,,24,75,20,66,63
02/02/2022,New Mexico,2021,43,2021/10/30,446,413,,72,11,,,14,10,10,23,76,15,74,67
02/02/2022,New Mexico,2021,44,2021/11/6,542,498,,72,11,17,,18,,12,36,83,19,97,89
02/02/2022,New Mexico,2021,45,2021/11/13,475,450,,63,17,12,,21,,,27,66,20,112,108
02/02/2022,New Mexico,2021,46,2021/11/20,526,482,,59,17,16,11,17,,,33,80,10,134,128
02/02/2022,New Mexico,2021,47,2021/11/27,493,462,,62,12,14,,16,10,,40,58,17,133,129
02/02/2022,New Mexico,2021,48,2021/12/4,515,489,,75,17,14,,23,,,37,55,21,133,124
02/02/2022,New Mexico,2021,49,2021/12/11,603,579,,83,11,,,18,12,,49,98,21,172,162
02/02/2022,New Mexico,2021,50,2021/12/18,512,486,,73,11,16,,15,,10,53,46,21,140,128
02/02/2022,New Mexico,2021,51,2021/12/25,521,499,,76,12,16,,16,11,,43,65,20,131,126
02/02/2022,New Mexico,2021,52,2022/1/1,494,483,,73,13,,,20,,,39,78,17,121,112
02/02/2022,New Mexico,2022,1,2022/1/8,431,418,0,53,11,14,,25,,,38,69,23,89,80
02/02/2022,New Mexico,2022,2,2022/1/15,326,324,,38,,16,,13,,,20,48,17,87,79
02/02/2022,New Mexico,2022,3,2022/1/22,232,229,0,28,,,,11,0,,15,30,11,74,69
02/02/2022,New York,2020,1,2020/1/4,2163,2018,22,414,60,75,86,128,50,29,33,543,79,0,0
02/02/2022,New York,2020,2,2020/1/11,2092,1970,23,411,60,60,63,135,48,43,34,530,82,0,0
02/02/2022,New York,2020,3,2020/1/18,2169,2034,26,423,49,63,67,124,44,45,24,583,92,0,0
02/02/2022,New York,2020,4,2020/1/25,2022,1883,31,416,61,38,60,97,55,51,37,496,79,0,0
02/02/2022,New York,2020,5,2020/2/1,2030,1912,27,399,57,45,52,114,50,38,41,507,89,0,0
02/02/2022,New York,2020,6,2020/2/8,2058,1930,28,412,52,49,62,108,53,37,32,549,77,,
02/02/2022,New York,2020,7,2020/2/15,1989,1840,16,389,57,50,61,99,43,47,34,537,70,0,0
02/02/2022,New York,2020,8,2020/2/22,2033,1925,23,432,58,58,71,128,42,40,30,475,83,,
02/02/2022,New York,2020,9,2020/2/29,2161,2019,29,444,50,57,66,107,45,43,35,575,62,0,0
02/02/2022,New York,2020,10,2020/3/7,2072,1910,36,380,60,58,71,106,36,40,29,515,91,0,0
02/02/2022,New York,2020,11,2020/3/14,1981,1848,15,396,44,52,66,117,43,37,22,475,77,,
02/02/2022,New York,2020,12,2020/3/21,2130,1982,29,402,60,65,83,102,51,46,52,479,90,44,42
02/02/2022,New York,2020,13,2020/3/28,2544,2393,40,413,73,75,91,146,56,38,28,554,78,304,293
02/02/2022,New York,2020,14,2020/4/4,3776,3639,30,439,99,85,141,133,45,51,41,769,93,1139,1103
02/02/2022,New York,2020,15,2020/4/11,4664,4524,21,428,96,61,118,135,40,45,27,908,96,2024,1922
02/02/2022,New York,2020,16,2020/4/18,4462,4318,22,370,83,68,100,127,44,37,36,795,88,2029,1928
02/02/2022,New York,2020,17,2020/4/25,3742,3610,21,388,80,60,74,97,43,47,27,615,79,1602,1520
02/02/2022,New York,2020,18,2020/5/2,3127,2995,22,406,66,56,60,93,26,28,15,560,85,1141,1063
02/02/2022,New York,2020,19,2020/5/9,2775,2622,23,344,69,54,39,85,33,31,23,547,81,880,811
02/02/2022,New York,2020,20,2020/5/16,2506,2358,15,383,72,50,38,79,32,40,25,503,80,674,610
02/02/2022,New York,2020,21,2020/5/23,2245,2096,24,369,65,43,49,82,37,28,31,467,57,461,408
02/02/2022,New York,2020,22,2020/5/30,2111,1957,19,370,69,44,36,79,30,34,31,476,63,332,291
02/02/2022,New York,2020,23,2020/6/6,1974,1810,17,399,36,39,33,65,37,41,25,411,80,264,223
02/02/2022,New York,2020,24,2020/6/13,1896,1753,28,362,57,45,33,67,39,29,32,446,64,181,153
02/02/2022,New York,2020,25,2020/6/20,1901,1747,32,400,46,56,36,81,38,30,32,447,80,128,102
02/02/2022,New York,2020,26,2020/6/27,1928,1759,21,388,49,40,39,71,32,35,23,473,86,77,62
02/02/2022,New York,2020,27,2020/7/4,1893,1723,14,390,53,35,38,78,38,36,25,442,69,61,48
02/02/2022,New York,2020,28,2020/7/11,1891,1743,17,407,55,42,31,89,29,32,29,473,77,64,47
02/02/2022,New York,2020,29,2020/7/18,1846,1700,27,382,55,39,38,73,27,28,25,461,61,59,47
02/02/2022,New York,2020,30,2020/7/25,1814,1680,18,419,58,49,29,80,28,39,23,427,69,46,35
02/02/2022,New York,2020,31,2020/8/1,1885,1731,18,438,43,41,32,102,31,28,24,445,66,41,31
02/02/2022,New York,2020,32,2020/8/8,1875,1726,22,419,53,44,32,79,44,25,31,442,81,33,23
02/02/2022,New York,2020,33,2020/8/15,1824,1662,18,393,56,40,30,77,25,29,29,432,78,39,30
02/02/2022,New York,2020,34,2020/8/22,1875,1712,19,418,51,43,26,79,28,35,23,441,81,33,23
02/02/2022,New York,2020,35,2020/8/29,1813,1656,21,417,60,43,25,74,35,32,35,420,90,25,20
02/02/2022,New York,2020,36,2020/9/5,1796,1652,13,402,47,38,24,69,49,37,36,446,61,29,23
02/02/2022,New York,2020,37,2020/9/12,1791,1661,22,423,56,42,25,69,38,34,22,415,79,27,21
02/02/2022,New York,2020,38,2020/9/19,1876,1715,18,424,55,47,34,73,38,32,26,487,61,24,14
02/02/2022,New York,2020,39,2020/9/26,2091,1915,30,456,64,50,32,79,38,32,27,505,90,21,15
02/02/2022,New York,2020,40,2020/10/3,1979,1831,24,415,53,54,42,79,36,36,27,478,82,51,39
02/02/2022,New York,2020,41,2020/10/10,2090,1936,22,454,64,40,32,74,49,44,31,501,79,50,42
02/02/2022,New York,2020,42,2020/10/17,1937,1787,17,408,48,58,29,63,45,29,27,471,99,59,49
02/02/2022,New York,2020,43,2020/10/24,1898,1769,17,391,53,47,25,62,34,29,24,463,70,68,60
02/02/2022,New York,2020,44,2020/10/31,2004,1876,22,405,62,43,42,78,40,33,27,544,80,89,70
02/02/2022,New York,2020,45,2020/11/7,2160,1996,23,452,51,52,45,87,40,41,26,514,89,93,81
02/02/2022,New York,2020,46,2020/11/14,2062,1946,25,400,64,42,41,83,36,37,33,502,74,166,143
02/02/2022,New York,2020,47,2020/11/21,2186,2026,16,391,62,48,38,91,50,40,43,481,88,219,199
02/02/2022,New York,2020,48,2020/11/28,2303,2162,18,389,75,53,40,90,42,41,21,506,72,341,313
02/02/2022,New York,2020,49,2020/12/5,2404,2279,32,365,72,56,33,89,39,36,34,540,77,411,385
02/02/2022,New York,2020,50,2020/12/12,2633,2496,22,436,70,55,35,82,52,48,26,520,83,595,539
02/02/2022,New York,2020,51,2020/12/19,2770,2626,26,391,74,45,38,90,38,41,17,560,88,771,704
02/02/2022,New York,2020,52,2020/12/26,2926,2795,24,425,60,60,44,91,32,47,32,559,93,841,772
02/02/2022,New York,2020,53,2021/1/2,2923,2766,23,400,76,69,40,72,47,28,22,555,75,899,829
02/02/2022,New York,2021,1,2021/1/9,3042,2919,18,342,83,52,62,86,43,39,53,532,92,1044,975
02/02/2022,New York,2021,2,2021/1/16,3179,3025,24,417,57,66,54,91,67,45,52,551,84,1063,972
02/02/2022,New York,2021,3,2021/1/23,2962,2833,24,385,69,61,56,75,36,31,37,524,68,975,904
02/02/2022,New York,2021,4,2021/1/30,2845,2701,17,415,77,48,44,85,46,49,30,570,81,846,766
02/02/2022,New York,2021,5,2021/2/6,2830,2697,24,418,79,55,49,94,37,39,36,575,84,782,683
02/02/2022,New York,2021,6,2021/2/13,2506,2362,30,375,54,48,29,72,40,44,30,502,94,627,561
02/02/2022,New York,2021,7,2021/2/20,2460,2320,32,370,65,61,41,83,33,39,34,540,91,506,431
02/02/2022,New York,2021,8,2021/2/27,2356,2201,28,410,79,48,34,87,35,38,35,496,79,378,321
02/02/2022,New York,2021,9,2021/3/6,2197,2049,22,385,73,44,35,80,36,31,26,449,92,320,277
02/02/2022,New York,2021,10,2021/3/13,2173,2032,30,408,59,41,44,78,38,41,37,462,90,268,228
02/02/2022,New York,2021,11,2021/3/20,2112,1955,23,393,65,53,41,71,45,31,36,484,76,252,207
02/02/2022,New York,2021,12,2021/3/27,2118,1973,31,383,39,63,29,109,46,23,31,493,85,232,186
02/02/2022,New York,2021,13,2021/4/3,2002,1844,18,410,45,45,30,79,37,31,35,422,93,208,182
02/02/2022,New York,2021,14,2021/4/10,2122,1959,13,369,54,46,36,82,36,38,45,500,90,215,184
02/02/2022,New York,2021,15,2021/4/17,2022,1882,17,414,42,38,37,74,32,38,30,431,89,230,203
02/02/2022,New York,2021,16,2021/4/24,2046,1912,20,417,52,49,35,75,39,36,28,445,73,229,202
02/02/2022,New York,2021,17,2021/5/1,2033,1899,24,410,42,32,41,71,39,40,40,473,96,164,146
02/02/2022,New York,2021,18,2021/5/8,1967,1813,18,427,56,44,34,81,32,28,35,416,86,162,133
02/02/2022,New York,2021,19,2021/5/15,1930,1772,20,367,62,42,32,76,38,36,47,467,82,113,98
02/02/2022,New York,2021,20,2021/5/22,2040,1873,24,420,52,44,38,71,37,36,47,493,86,111,87
02/02/2022,New York,2021,21,2021/5/29,1912,1785,21,390,62,37,30,92,30,37,44,431,97,99,75
02/02/2022,New York,2021,22,2021/6/5,1965,1813,26,416,53,35,35,72,36,28,43,484,86,80,65
02/02/2022,New York,2021,23,2021/6/12,1850,1730,23,421,64,38,31,81,38,22,34,442,61,66,54
02/02/2022,New York,2021,24,2021/6/19,1826,1673,18,392,40,43,23,68,45,30,39,432,68,42,31
02/02/2022,New York,2021,25,2021/6/26,1827,1691,21,375,54,39,33,91,31,21,57,446,78,52,40
02/02/2022,New York,2021,26,2021/7/3,1876,1735,18,415,53,35,35,59,45,31,47,462,64,26,16
02/02/2022,New York,2021,27,2021/7/10,1893,1751,27,435,50,32,35,79,36,33,35,460,82,29,20
02/02/2022,New York,2021,28,2021/7/17,1850,1703,28,389,42,46,39,85,42,33,52,453,75,23,13
02/02/2022,New York,2021,29,2021/7/24,1950,1784,30,375,69,42,27,84,51,34,49,468,85,26,13
02/02/2022,New York,2021,30,2021/7/31,1896,1752,22,382,49,51,42,79,37,39,48,467,76,35,26
02/02/2022,New York,2021,31,2021/8/7,2047,1887,33,430,49,44,42,86,38,43,50,467,92,43,36
02/02/2022,New York,2021,32,2021/8/14,2093,1940,27,444,58,45,43,111,37,39,68,482,68,80,74
02/02/2022,New York,2021,33,2021/8/21,1981,1819,17,424,53,33,42,104,35,25,53,409,86,119,107
02/02/2022,New York,2021,34,2021/8/28,2052,1909,25,399,57,46,43,81,40,26,43,507,83,142,128
02/02/2022,New York,2021,35,2021/9/4,2015,1862,24,387,50,37,25,72,32,36,68,440,79,167,150
02/02/2022,New York,2021,36,2021/9/11,2120,1972,31,399,45,36,49,73,46,32,68,495,82,169,154
02/02/2022,New York,2021,37,2021/9/18,2218,2081,25,425,67,48,50,84,60,33,62,461,73,221,195
02/02/2022,New York,2021,38,2021/9/25,2105,1974,18,391,57,47,41,89,49,27,70,454,63,210,191
02/02/2022,New York,2021,39,2021/10/2,2242,2107,31,422,62,38,31,92,52,29,77,516,87,223,193
02/02/2022,New York,2021,40,2021/10/9,2311,2179,40,476,60,44,45,95,48,30,73,497,108,207,190
02/02/2022,New York,2021,41,2021/10/16,2177,2039,20,399,64,44,45,85,49,40,66,500,75,222,203
02/02/2022,New York,2021,42,2021/10/23,2216,2061,23,396,52,39,36,86,40,35,68,468,86,243,223
02/02/2022,New York,2021,43,2021/10/30,2196,2086,35,384,61,35,48,105,42,35,86,494,87,235,215
02/02/2022,New York,2021,44,2021/11/6,2224,2097,24,393,59,50,45,106,39,32,105,475,71,232,207
02/02/2022,New York,2021,45,2021/11/13,2353,2233,25,420,63,49,49,84,54,29,87,513,90,219,197
02/02/2022,New York,2021,46,2021/11/20,2314,2201,37,413,51,63,61,109,55,32,86,481,96,221,197
02/02/2022,New York,2021,47,2021/11/27,2444,2329,35,421,59,63,46,85,56,30,123,536,96,270,236
02/02/2022,New York,2021,48,2021/12/4,2454,2340,30,410,60,45,49,100,54,43,114,489,96,360,324
02/02/2022,New York,2021,49,2021/12/11,2577,2467,20,413,77,36,56,81,51,40,149,546,89,417,369
02/02/2022,New York,2021,50,2021/12/18,2444,2344,25,396,59,43,48,101,49,29,110,502,85,410,375
02/02/2022,New York,2021,51,2021/12/25,2512,2430,32,395,65,46,54,95,51,32,133,569,98,425,382
02/02/2022,New York,2021,52,2022/1/1,2613,2531,27,428,60,55,52,86,35,48,136,528,100,467,433
02/02/2022,New York,2022,1,2022/1/8,2698,2617,36,417,71,36,52,94,41,42,137,508,96,607,548
02/02/2022,New York,2022,2,2022/1/15,2542,2482,29,341,63,57,56,92,47,39,116,513,78,625,538
02/02/2022,New York,2022,3,2022/1/22,2141,2105,17,288,62,36,44,71,39,37,116,441,69,570,493
02/02/2022,New York City,2020,1,2020/1/4,1155,1067,,240,39,28,57,40,16,14,,396,26,0,0
02/02/2022,New York City,2020,2,2020/1/11,1137,1084,15,221,49,18,49,40,10,16,23,375,47,0,0
